text;dialogtype
The Alchemist is slipping further out of reach! On Professor Stoker's advice, you retrieved a Power Source for the old dwarven automaton, but its charge was exhausted. So, while the Alchemist draws ever closer to the Clockwork Core, you're forced with searching an ancient dwarven battlefield for a way to recharge the Power Source.;moredetails
You've defeated the Alchemist? Wonderful!;passive
There's a lot to do even with the Alchemist dead. But at least we're safe now, thanks to you.;passive
Professor Stoker says you got into Scrapworks. Are they actually full of wolves? And trolls? And worse?;passive
Victory is ours!;passive
Thank you, friend, for putting the Alchemist to rest.;passive
We've got the Estherian Steppes handled. Go get some well-deserved rest.;passive
You've done so much for all of us. Thank you.;passive
I've set it up that you can visit the Mapworks from any waygate portal once you step through this portal. Oh, the adventures that await!;passive
Find anything out there that could help us, if the Alchemist comes back?;passive
It just doesn't make any sense.;passive
Professor Stoker says you're going to try to get into the Scrapworks.  Did he mention that the Blightbogs are full of wolves?  And trolls?  And worse?;passive
Unless it's an emergency, this gate has to stay closed.  If any of the ... things on the other side get in here, they'll finish what the Alchemist started.;passive
I appreciate you coming all the way back here, but shouldn't you be going after the Alchemist?;passive
What in the name of the Guardians are you doing back here?  We've got the Estherian Steppes handled.;passive
Do not worry about us.  Zeryphesh is safe, now that you have rescued the Guardian of Mana from the Ezrohir.  Find the Alchemist.  Stopping him is the key to saving the world.;passive
I think I've found an access point to the Mapworks.  Come back later and hopefully I'll have figured out how to safely operate it!;passive
Enter the Icedeep Caverns, in Crows' Pass, and locate the Alchemist's other three Journals.;details
These notes seem incomplete.  There are a lot of blanks here that need to be filled in.  Have you had a chance to see if there were any more?;return
"""After months of research and experiments, I am forced to conclude that my Ember Blight is incurable ... and I am not alone.  Hundreds die from it every year.  Thousands more must be isolated from Ember, lest even the least exposure trigger a psychotic episode.  The only real solution, it seems, is to remove the source of the infection ... to destroy all Ember, everywhere.  Until now, this has been an unrealistic proposal.  But, with the defeat of Ordrak, I believe a universal cure to Ember Blight is finally within reach ...""";return
"""Ordrak's Heart is itself corrupted, and might actually be more dangerous to me than Ember.  I have designed and crafted a tool, in the form of a stave, to control and wield the Heart.  But it is not enough; the foul energies released by the Heart are capable of creating physical and mental deformities, even with only casual exposure.  Accordingly, I must construct a suit of Ember-resistant armor, to shield me from the worst of the effects.""";return
"""There must be a way to increase the Heart's power ... perhaps by drawing it from the elemental Guardians?  Their power is incomprehensibly vast, and any one of them could 'super-charge' Ordrak's Heart to more than equal the task.  But would draining away that energy kill the Guardian?  Would its associated element then run amok ... or vanish altogether?  I must spread the 'donation' across multiple Guardians.  The Guardians are unlikely to willingly part with that energy; I must take what I need, and pray that there is time for apologies later.""";return
"Your arrival is well-timed.  I believe I have located the Alchemist's lair, here in the Icedeep Caverns.  I found a Journal just inside the entrance; it speaks of entering the mine at Torchlight and retrieving Ordrak's Heart.  I intended to look for more, further inside the Caverns, but the creatures dwelling there now are too much for me.
Finding the rest of the Alchemist's Journals would probably be very helpful in ascertaining how to stop him.  The one I saw was volume four, so there are probably three more in the Icedeep Caverns.";intro
- Acquire [DEFEATCOMPLETECOUNT]/[DEFEATCOUNT] Journals in the Icedeep Caverns;huddetails
- Return to Jadok in the Frosted Hills;huddetails_complete
"These notes are enlightening, to say the least.  Clearly, the Alchemist is suffering from Ember Blight-induced dementia.  Each subsequent note is more delusional than the last.
But ... hm.  He did wear a suit of armor, and he did wield Ordrak's Heart, and he did attack the Guardian of Water.  What if there is some nugget of truth in his madness?";complete
Pass through the Treasury Portal and return the Glyph of Balthazar to its proper place in Wellspring Basin.;details
"I was a criminal, in my time ... a vain and ambitious thief.  I broke into tombs and stole from the dead, just to further my reputation.  But I was too vain.  I stole the Glyph of Balthazar.  The Guardian of Water tried to warn me to return the Glyph, but still I was too vain.
I thought I could control its powers, and, to an extent, I could.  But, when I tried to use it to walk across the river ... it drew power from river, and rebelled against me.  Soon my lungs were filling with water, even on dry land.  Now my spirit drowns for eternity.";return
"I am merely spirit, but I mean you no harm.  In life, I was an ambitious thief, and I thought I was invincible.  My greatest achievement was when I stole the Glyph of Balthazar from the Wellspring Treasury.  I thought I could master its power over water, but I was very, very wrong.
Now I am trapped here in eternal torment, unable to rectify my mistake.  Will you return the Glyph of Balthazar to the Wellspring Basin, and set my spirit free at last?";intro
- Enter the Wellspring Treasury via the portal in the Temple Steppes;huddetails
- Return the Glyph of Balthazar to the Wellspring Basin;huddetails_complete
You have lifted the curse I brought upon myself, and my torment is finally at an end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ...;complete
"You ... you came to rescue us?  Thank the guardians!
I've managed to keep Snowbell and Sunbeam safe up here, but I injured my leg.  I can't make my way out of this cave while carrying them.  If you'll take them to Bellethe, I'll follow you out at my own pace.  My thanks to you for your help!";intro
Please ... I know this is strange, but Snowball and Sunbeam are really quite gentle creatures, unlike the beasts that live here in the Icedeep Caverns.  They can't survive on their own down here.  The other spiders will kill them to get at me.  Please, take them back to my wife, and as soon as I catch my breath, I'll make my way out, as well.;return
Oh, thank you, my friend!  I had feared I would never see my family again!;complete
"""It was in the ice.  Who knows how long?  But it wasn't dead.  And now it's hiding, here somewhere ... in one of us.  We found it in Bennings, but then Fuchs disappeared.  It's still here, and it's looking for a way out.  If it gets out into the world, it can infect everyone, everywhere.  Three years, at most.  Guardians forgive us for what we've set  loose upon the world.""";return
Enter the Undercurrents in the Empty Quarter and destroy the four Manatoxin Pumps.;details
Return to Dilawar in the Empty Quarter for your reward.;details_complete
"You did it?  You destroyed the Ezrohir machines?  
You've succeed beyond my most fervent hopes!  Thanks to you, Zeryphesh is that much safer!  I thank you ... and I reward you, with this.";complete
"The Undercurrents supply Zeryphesh with water, from wells deep under the sands.  Although Zeraphi do not drink, as such, we still have need of water, and this Manatoxin is specifically designed to take advantage of that.  It is a fiendish concoction, which will kill our spirits but leave our bodies intact.
The creatures infesting in the Undercurrents are dangerous, and will not be easily overcome.  I won't lie to you:  Destroying those machines won't be simple ... but it's vital, and you're the only one who can do it.";return
The Ezrohir were clearly confident that the beasts infesting the Undercurrents would be dangerous enough to keep us out.  Be careful in there.;return
The Ezrohir have installed some infernal devices in the Undercurrents, defiling the supply of water entering Zeryphesh. You must destroy those machines, or Zeryphesh cannot stand against the Ezrohir!;return
"My friend, I need your help!  My squad and I had observed a group of Ezrohir moving in and out of the Undercurrents. They have installed machines to pump a virulent poison into the city's water supply.  Their ""Manatoxin"" is specifically designed to disrupt Zeraphi physiology. Unfortunately, the noxious atmosphere seems to have attracted a horde of poisonous beasts, and I only just escaped with my life.  If you can enter the Undercurrents and destroy those machines for me, I will reward you.  What do you say?";intro
- Enter the Undercurrents in the Empty Quarter and destroy the four Manatoxin Pumps;huddetails
- Return to Dilawar in the Empty Quarter;huddetails_complete
Search the Wellspring Temple for the Bronze Head, and keep it safe from the Sturmbeorn.;details
"I am the great bard Trill ... heard of me?
That's ... really ... astonishing talent.  Word ... among the masses ... I have not yet found ... your heroic deeds.";complete
"We are relatively safe here, but the brutish Sturmbeorn will surely destroy everything that isn't made of gold!  The temple is home to thousands of years of historical artifacts and documents, and it grieves me immeasurably to think of all of those treasures lost!
We were able to gather up some of the artifacts, as we fled, but the Bronze Head of Grunnheim was left behind!  Please, find it!  Some of its records are the only accounts we have of major historic events!";return
"Thank the Guardians someone has come to our rescue!  The Sturmbeorn broke their way in here some time ago, and have been ransacking the temple!  Commander Vale and her Vanquisher Corps arrived some time ago to help ... but we haven't heard from her since she left for the Inner Sanctum!
In our flight from the temple, we had to leave behind a priceless treasure: The Bronze Head of Grunnheim!  Can you locate it, and ensure that it is safe from the Sturmbeorn?";intro
- Locate the Bronze Head in the Wellspring Temple;huddetails
- Secure the Bronze Head from the Sturmbeorn;huddetails_complete
"My thanks to you, human.  After the temple fell, and these slavers set upon us refugees, I feared that our fates were sealed.
But I am not the only prisoner.  The slavers' leader has them caged, in the cavern below the lake here.  A trapdoor outside one of the nearby huts leads to the cavern.
Please, in the name of the Guardians ... you must free them!";complete
Obtain the Armor Schematics from the Beast Warrens, in the Temple Steppes.;details
Return to the Vanquisher Scout in the Enclave for your reward.;details_complete
Well done! I'm sure Commander Vale would have no objection to me giving you a reward for your service to the Empire. Take this: It's all I've got, but know that you have my gratitude, as well!;complete
"The Sturmbeorn have rounded up a bunch of warbeasts to use as shock troops, and now they're bolting plates of armor onto 'em.  They're dangerous at the best of times, but with that armor, they're even harder to kill.  That's why we need to find out how the Sturmbeorn designed the armor; there has to be a weak spot somewhere.";return
"If you're going out to the Temple Steppes, I could use your help.  The Sturmbeorn have set up a makeshift smithy there, and they have two blacksmiths making suits of armor for wild warbeasts they've captured.
Those Sturmbeorn seem to be working from schematics, but they keep them under lock and key.  Do you think you might be able to get in there and grab the Armor Schematics?";intro
- Obtain Armor Schematics in The Temple Steppes from Sturmbeorn blacksmiths;huddetails
- Return Armor Schematics to Vanquisher Scout;huddetails_complete
Use the Flammable Lanterns to burn down the huts in the Slavers' Camp in the Frosted Hills.;details
Return to Josimon in the Slavers' Camp in the Frosted Hills.;details_complete
"That was well done, although I wish it had not been necessary.  Still, without permanent housing, they will find it harder to survive here ... and ply their abominable trade.
But, wait ... I do not see their leader, among the dead!  Nor do I see any of the Estherians they had taken captive!";complete
"We had thought at first that these slavers would simply pass through the area, but the slavers have been steadily fortifying this camp for weeks now, which tells me that they have no intention of leaving any time soon.
It would appear that, with the Sturmbeorn invasion, business is too good.  The Estherians are easy targets right now, and will be, until we recover from all of this chaos.  The slavers will only make that recovery more difficult, unless they are persuaded to leave.";return
"Thank you for rescuing me.  I had recovered the Passkey Ember from these slavers, but they captured me as I was trying to return to the Enclave.
I know that you are trying to reach the Watchweald Temple, but I could use your help with one small matter before you go.  These slavers have been harrying the Estherians for several weeks now.  You defeated many, but there are many more watching us from the safety of those huts.  Burn them out!  If they are allowed to remain, the Frosted Hills will never be safe.";intro
- Ignite the Flammable Lanterns in the Slavers' Camp;huddetails
- Return to Josimon in the Slavers' Camp;huddetails_complete
Journey to the [place], in the [zone], and defeat [champion].;details
Return to the [quest npc] for your reward.;details_complete
Quest completion text;complete
Return to Quest NPC text;return
Quest introduction text;intro
- Step One;huddetails
- Step Two;huddetails_complete
Locate the Whispering Cave in the Frosted Hills and retrieve the Golden Gear.;details
Bring the Golden Gear back to Ambassador Taldimut in the Frosted Hills;details_complete
This is it!  The Golden Gear!  I thank you on behalf of all the Zeraphi people.  This might just have tipped the battle in our favor!  I can only offer you this as payment, but if you are ever in Zeryphesh, come find me and I will grant you a proper reward!;complete
I have continued studying the crests, and I am more convinced than ever that the Golden Gear is hidden in the the Whispering Cave.  If you can retrieve it, I can bring it back to Zeryphesh, to aid in the city's defense against the Ezrohir siege.;return
"The Estherians apparently secured the Golden Gear in the Whispering Cave, so that we would not be able to find it, let alone recapture it.  They encoded those three crests with the location of the cave, so that they would be able to recover the horn, themselves ... but then lost the crests.
Please, for the sake of the Zeraphi people:  Go to the Whispering Cave and retrieve the Golden Gear, and bring it back to me.";intro
- Retrieve the Golden Gear from the Whispering Cave;huddetails
- Bring the Golden Gear back to Ambassador Taldimut;huddetails_complete
"Oh, thank you so much!  Here I was, afraid I'd never enchant anything ever again!
I'm was on my way to the Estherian Enclave when these brigands ambushed me. Once I gather my wits, I'll head over there.  Come by and see me, if you get a chance!";complete
Obtain the thing from the place, in the zone.;details
Return to the quest NPC in the place for your reward.;details_complete
Complete;complete
Return;return
Introduction;intro
- Obtain thing in zone from [champion];huddetails
- Return thing to quest NPC;huddetails_complete
Defeat Kidrik the Mauler in the Slavers' Den and rescue the Captured Estherians;details
Return to Elder Josimon in the Slavers' Camp, in the Frosted Hills.;details_complete
You have done the Estherians a great service today.  I know that you are on your way to even greater acts of heroism, so, please, do not let me keep you.  Simply accept this, and my thanks.;complete
Have you found the hostages yet?  Kidrik the Mauler will almost certainly be keeping them in cages, down in the Slavers' Den.;return
"The slavers' leader, Kidrik the Mauler, must have slipped away during the attack, and concealed himself in their underground slave den!  And, if the Estherian captives are there, as well, Kidrik must be holding them hostage!
You must free them, or all that you have done to stop the slavers will have been for naught!";intro
- Defeat Kidrik the Mauler and rescue the Captured Estherians;huddetails
- Return to Elder Josimon;huddetails_complete
"You must be the human the other Estherians are speaking of.  I am glad to have met you.  I have been sent on a quest by Grand Regent Eldrayn to recover the Scroll of Anom-Irek, stored in a vault in the Corrupted Crypt, here.  Unfortunately, the Sturmbeorn have already entered the crypt, and I have been unable to get past them.
Can I ask you to attempt to retrieve the scroll?  I will wait here in the Path of the Honored Dead for your return.  Should you succeed, I will see what I can do to provide you with some equipment more fitting a hero of your stature.";intro
"I find myself impressed with your ability, human. I must confess: When I sent you on this quest, I feared you might not return. But it stirs my heart to see that my fears were unfounded.
While you were gone, I located an item that might be of some use to you. Please take it, with my blessing ... and the thanks of the Estherians.";complete
"Centuries ago, the sage Anom-Irek devised a method of identifying and even curing Estherians who had become corrupted by the evil spirits known as Netherim. We have not been troubled by their ilk ever since.
The attack by the Alchemist, however, and the subsequent sickness, reminded me of descriptions of Netherim possession ... so I came here to seek Anom-Irek's cure.  My hope was to steal into the crypt and return before the Sturmbeorn arrived, but, as you can see, I was too late.";return
Retrieve the Scroll of Anom-Irek from the Corrupted Crypt in the Path of the Honored Dead.;details
Return the Scroll of Anom-Irek to Miamin in the Path of the Honored Dead.;details_complete
- Retrieve the Scroll of Anom-Irek from the Corrupted Crypt, in the Path of the Honored Dead;huddetails
- Return to Miamin in the Path of the Honored Dead;huddetails_complete
I do not know that I will make it out of this cave … but, please:  Save everyone else that you can!;complete
Convince the Estherian Spirits to let you into the Bone Gallery, and retrieve the Rosamortis.;details
Bring the Rosamortis to Selrenki, in Skull Hollow in the Temple Steppes.;details_complete
You found it?  Fantastic!  Here, let me just pay you for your trouble, and I'll be on my way ...;complete
"The Rosamortis is apparently a handy little thingamajig that can save the life of someone who's been mortally wounded.  Obviously, this sort of thing would be very valuable to someone whose homeland were being invaded by, for example, bear-people ... But, as much as the Rosamortis is worth, it doesn't do me any good if I can't get inside the Sepulcher of Sorrows to retrieve it!
The Vanquishers' commander told me about this thing, like I could just stroll out here and pick it up.  But she didn't tell me the gate was locked with chains only a ghost can open!  And, of course, while I wasted precious time trying to find another way in, the Sturmbeorn showed up and cut off my way out.";return
"I got a proposition for you ... a little ""I scratch my back, you scratch yours"" kind of thing.  See this crypt over here?  It's called the Bone Gallery, and there's a little thing in there called the Rosamortis ... which, while pretty valuable, is also guarded by the biggest undead monstrosity I've ever seen!
You'll have to convince the Estherian spirits to unlock the Ghost Chains and give you access, then get the Rosamortis away from that monster ... but I promise to make it worth your while!";intro
- Rouse the Estherian Spirits, and enter the Bone Gallery in the Temple Steppes.  Retrieve the Rosamortis;huddetails
- Bring the Rosamortis back to Selrenki in Skull Hollow, in the Temple Steppes;huddetails_complete
Enter Tarroch's Rift in the Ossean Wastes and recharge the Spent Ember.;details
Return to Nerasis in the Ossean Wastes and report your results.;details_complete
"Well, it sounds as though my process works ... but it doesn't sound like the risk is worth the reward.  Still, if my surveys are accurate, I should be able to find another mana rift somewhere else, and with any luck it won't be as full of otherworldly monsters as that one was!
Thank you for all you have done on my behalf.  And please, take the Ember you recharged, as payment for your efforts!";complete
"I'm certain that mana vents can be used to recharge burned-out Ember, which will greatly ease the Empire's energy burden.  But not just any mana vent will do; it has to be one with a direct link to a powerful source of mana.  Tarroch's Rift is the most powerful I've found, bar none.  I'm actually a little concerned that it will destroy the Spent Ember, instead of recharging it.  But we won't know until you get it down there and expose it to the rift.";return
"Hello there!  I wonder if you have a moment to help me out?  My name is Nerasis; I'm an Ember surveyor for the Empire.  I've been working on a theory that used Ember can be recharged, with exposure to a suitably large source of mana.  My research led me to Tarroch's Rift, where the mana output ratio is ... well, it's very high.
The problem is that there are quite a few horrible monsters between me and the mana source.  I would be willing to pay you to take this burned-out Spent Ember into Tarroch's Rift and attempt to charge it, then bring it back here so I can see if my theory is correct.";intro
- Enter Tarroch's Rift in the Ossean Wastes and recharge the Spent Ember;huddetails
- Return to Nerasis in the Ossean Wastes;huddetails_complete
Locate the Sturmbeorn Necromancer in the Path of the Honored Dead and obtain his Implements of Enchantment.;details
Return to the Enchanter in the Estherian Enclave for your reward.;details_complete
"Ah, you have them!  Excellent!  I trust the bear-mage didn't haggle too fiercely ...? 
Wait.  Is that blood on these tools?  Oh.  Well, perhaps it's best I don't ask. 
Now, then:  I believe I promised you a free enchantment, as reward ...?";complete
"Well, well!  Back so soon?  Oh, you don't have the tools yet ... 
Well, come back when you do!";return
"Welcome!  Welcome, my friend.  I have numerous enchantments available ... weapons, armor, trinkets, and the like.  Or, rather, I would, if I hadn't lost my enchantment kit!
Maybe you can help me.  I've heard there's a Beornen shaman or something out in the Path of the Honored Dead, who has the kind of enchanting tools I need.  If you could locate this bear-mage and acquire those tools, I would happily give you your first enchantment, free of charge!";intro
- Search Path of the Honored Dead for Sturmbeorn Necromancer;huddetails
- Bring Implements of Enchantment to Enchanter in Estherian Enclave;huddetails_complete
You have saved us!  I had given up all hope that someone would come!;complete
Search the cliffside in the Frosted Hills for the Crest of Pools, the Crest of Rivers, and the Crest of Tides.;details
Return to Ambassador Taldimut in the Frosted Hills.;details_complete
Yes, those are the three crests.  Now, allow me a moment to fit them together ... I see ... yes ... yes!  The Estherians hid  the Golden Gear in a small cave, not so far from here!;complete
"The Sultan of Zeryphesh sent us here to beg the Estherians' leave to recover the Golden Gear ... an ancient artifact, required to unlock the Celestial Armory, in the Ossean Wastes.  The Estherians captured it from us in our war with them, long ago, but Grand Regent Eldrayn was willing to return it to us, so that we might arm ourselves against the Ezrohir assault.
The exact location of the Golden Gear is long forgotten, but the Estherians created a map from the three crests I spoke of.  If you can find those, I can interpret the map and find the Gear!";return
"My friend, thank you for coming to our aid.  We are a Zeraphi envoy from Zeryphesh, in the Ossean Wastes, sent to procure the Estherians' aid in our upcoming war with the Ezrohir.  Grand Regent Eldrayn gave us leave to search the Frosted Hills for the Golden Gear, and we had narrowed our search to this area before we were assaulted by these goblins.
Now we are too injured to continue our search.  Can you aid us?  Search the Frosted Hills for three components: the Crest of Pools, the Crest of Rivers, and the Crest of Tides. Bring them to me, and I will reward you, on behalf of the Zeraphi people.";intro
- Search the Frosted Hills for the Crest of Pools, the Crest of Rivers, and the Crest of Tides;huddetails
- Bring the Crests to Ambassador Taldimut in the Frosted Hills;huddetails_complete
Defeat Captain Willy in Plunder Cove.;details
"I was a villain, in my time.  I broke into tombs and stole from the dead.  But, one day, I realized how much pain I had caused those still living ... and I swore it would stop.
My comrades ... my accomplices ... felt differently.  They lured me out onto the river in this boat, knowing it would sink.  They laughed as I sank beneath the waters.  I assumed they would be caught, and punished, but instead they were killed while concealing their loot in Plunder Cove ... and so my death has gone  unavenged for all these years.";return
"I mean you no harm; I am but a lonely soul, trapped in the afterlife.  Betrayed and drowned by villainous companions, I dwell here, reliving my end, waiting in vain for my death to be avenged.
But it has been over a hundred years since I took my last breath, and nearly that many since my murderers themselves perished, in their hidden retreat in Plunder Cove.  Seek their leader, Captain Willy, through this portal.  Show him that justice has neither forgotten him ... nor forgiven him!";intro
- Enter Plunder Cove via the portal in the Temple Steppes;huddetails
- Defeat Captain Willy;huddetails_complete
It seems I have not yet earned my eternal rest.  Your part in my story is done, though, and, if my gratitude means anything to you, you have it.;complete
Defeat the five Spectral Champions in Crows' Pass.;details
Return to the Forgotten Hero for your reward.;details_complete
I have found you ... worthy.;complete
"I have been dead a very long time, and in all those centuries, I have not found one soul worthy of taking up the mantle of hero, as I once did, and seeking adventure.
Will you be that hero?  I offer you five challenges.  Should you master them all, my most prized possession is yours ...";intro
- Defeat the Spectral Champions in Crows' Pass;huddetails
- Return to the Forgotten Hero in Crows' Pass;huddetails_complete
Journey to the Bone Defile, in the Temple Steppes, and discover what is disturbing the warbeast population.;details
Return to the Imperial Trapper for your reward.;details_complete
"A fungus infestation, eh? Nasty business!
At any rate, you've done an admirable job ... and you've earned every last bit of this reward!";complete
How's it going with the warbeasts?  Any clue yet what's making them so aggressive?;return
"I've been charged with culling the warbeasts here, for the Imperial colonization effort.  I can keep their population down, but something is driving them wild, almost like they're rabid or something.
Can you get into the Warbeast Den, in the Bone Defile, and get rid of whatever's making them so vicious?";intro
- Investigate the Warbeast Lair;huddetails
"You found some!  Oh, thank the gods. A few moments' work, and … yes, there it is:  a healing poultice.  Now it will just take a little rest, and I'll be good as new.
As it turns out, you brought back more leaves than I needed.  So, here:  a Healing Poultice for you, as a reward.  Should you be badly injured, it'll set you right in no time!";complete
Any luck finding the Merryweather Leaves?  I'm not sure how much longer I can hold on ...;return
Collect  Merryweather Leaves from a Merryweather Bush, and return to Medrus, in the Temple Steppes.;details
"Hello!  I thought I heard a human moving around out there.
Listen, my name's Medrus.  I got ambushed by some Sturmbeorn, and managed to get clear ... but I got pretty badly injured in the process.  I can treat it, but I need some Merryweather Leaves.  They grow around here, but I'm too weak to look for them.
Think you can find some for me, bring 'em back here? You'll be rewarded, I promise.";intro
- Gather Merryweather Leaves for Medrus in the Temple Steppes;huddetails
- Return to Medrus in the Temple Steppes;huddetails_complete
Locate and break down Barricaded Doors in the Watchweald Temple to rescue Temple Priests.;details
I should have known something was amiss with the Grand Regent.  He seemed ill, when he arrived, but he insisted on seeing the Guardian of the Wild immediately.  But it seemed as though everyone with whom he came into contact also became ill ... and soon transformed.  A few were not initially infected, and some of those were able to find refuge from the Nether-Thralls ... but, if the infection gets to them, it will not matter if they are safe behind the barricades.;return
"Thank the Guardians you are here!  A plague is sweeping through the Watchweald Temple, transforming the Temple Priests into Nether-Thralls!  Several uninfected priests are still inside, trapped by the Nether-Thralls.  I can protect them, if I can reach them ... or if they can reach me.
Look for places where the Temple Priests may have hidden from the Nether-Thralls, and send them back here.  Once they are all safe, we can focus on aiding the Guardian of the Wild.";intro
- Open Barricaded Doors 0/X to free Temple Priests;huddetails
- Secure the Bronze Head from the Sturmbeorn;huddetails_complete
Obtain the [item] from the [place], in the [zone].;details
Return to the [questNPC] in the |cFFD1FF7A[zone] for your reward.;details_complete
Quest completion text;complete
Return to Quest NPC text;return
Quest introduction text;intro
- Obtain [item] in [zone];huddetails
- Return Armor Schematics to Vanquisher Scout;huddetails_complete
Find Finnas in the Widow's Veil, located in Crow's Pass.;details
Return to Bellethe in Crow's Pass for your reward.;details_complete
"Oh, my babies!  My babies!  Are you hurt?  Are you all right?  Thank the Guardians my precious darlings are safe!  Where's Finnas?  Where's my husband?
Ah, I see. We'll wait here for him until he returns.
Thank you so much - many don't understand the beauty of these special creatures ... it's obvious that you recognize their gentle natures.  Here, take this as a token of our gratitude!";complete
My husband Finnas and I were on our way to the Estherian Enclave.  We're homesteaders, with a small farm in the Frosted Hills.  The weather is getting harsh, so we were making one last run for supplies before winter.  We only looked away for a moment, and our little darlings wandered into that nasty cave!;return
"Please, help me!  Our dear little ones wandered into that cave!  My husband Finnas ventured after them, but it is crawling with nasty creatures, and he hasn't returned! 
Oh, I'm beside myself with worry!  Please, find Finnas and our precious babies!  You have to help us!";intro
- Locate Bellethe's husband Finnas in the Widow's Veil;huddetails
- Return to Bellethe in Crows Pass;huddetails_complete
Thank you again! We won't forget your kindness.;passive
We are indebted to you forever!;passive
You have rendered us a great service - we won't forget it!;passive
We are forever in your debt!;passive
Thank you again for saving us!;passive
Listen!  Can you hear that?  Like ... voices.  Voices from the other side of the Great Door ...;passive
If you're going in there, after the Alchemist, you have to know:  We have to bar the door behind you.  We can't let him back out, if he gets past you.;passive
Did you need something else from the swamps, before you go after the Alchemist?;passive
Aren't you going after the Alchemist yet?  Did you have some unfinished business out in the Battlefield?;passive
"The energies I sensed flowing out from the Nether-Rift have slackened, so I gather you were successful.  Well done!
But I'm starting to sense similar energy, emanating from beyond the Great Door, by our base camp.  It seems likely that there are other rifts opening somewhere underground, perhaps very close by ... or very, very numerous.";passive
Have you seen any more of those demon-things?;passive
"We are in mourning today - Sophia was found dead.  I can't bring myself to describe the state her body was found in - as ruined as the flesh of the other poor souls discovered last week.  
If Foreman Siegfried won't organize a hunting party to find the perpetrator, we'll have to do it ourselves.  We are afraid to leave our cabins when night falls...  
- Cameron";passive
"Two entire families have gone missing - the Rourkes and the Sammay clan.  There were strong and capable men among them, and their homes showed signs of a vicious struggle.  The total count of dead and missing has risen to sixteen.
The wolves in the area are showing a peculiar aggression, snarling and slinking outside the stockade walls - they seem to smell the fear here.
- Cameron";passive
"They are Werewolves - Sarah spotted one vaulting the stockade as easily as though it were a garden gate.  There are over thirty souls lost now, and we have sent for help.  We can only pray that aid returns in time.  The howls are rising now, even before sunset.  
Tomorrow, I may take as many folk as will join me and attempt to make an escape. Guardians be with us. 
- Cameron";passive
"Cameron is dead - I found this journal amongst his belongings.  There are only a handful of us left now, barricaded in the cellar.  We must leave this place, for we cannot outlast them.  
When Cameron made to leave, Foreman Siegfried...transformed... into one of those beasts, right in front of us!  He tore them to pieces in his rage.  His bloodthirst slaked, he left the camp, but we are sure that he will return.  
We may not see another dawn.  
- Sarah";passive
"This is my last journal entry. There are only three of us now, and we have a few hours of sunlight before dusk.  The sounds of the wolves are everywhere.  We will try for the gates, but we do not have much hope.  
If anyone finds this, it is likely that you are as doomed as we.  Leave at once, if you can.  Guardians protect us. 
- Sarah, Tat and Birram";passive
I knew that boiler was dodgy!  I can fix it, but it'll take time ...;passive
I am confident that, should it come to war, the Guardians will be more than able to defend the city.;passive
I've heard that the Ezrohir are massing by the Forsaken Gate.  I wonder how they got past the Sphinx?;passive
The Guardian of Air will be able to provide us some support, but only inside the city walls.  If it should fall while flying outside, we won't be able to reach it for a rescue.;passive
Zeryphesh is my home.  If it's destroyed by the Alchemist and the Ezrohir, I will die with it.;passive
I'm actually rather surprised the Ezrohir have been able to move about the Ossean Wastes at all, with the Manticore making its lair out there, in the Stygian Aerie.;passive
Now that you have defeated the Ezrohir sorcerer in the tower, Zeryphesh is a great deal safer.  We still have to prepare ourselves for the coming siege ... but you've made that task a lot easier!;passive
The Guardian of Air has ordered the gate to the Empty Quarter sealed.  If the Guardian gives you leave, then I can allow you to pass.;passive
If you haven't yet spoken to the Guardian of Air, I must caution you:  The Ossean Wastes are not safe during this siege.  If you get into trouble, we cannot send a rescue party.;passive
It seems I have not yet earned my eternal rest.  Your part in my story is done, though, and, if my gratitude means anything to you, you have it.;passive
Just because this mana rift didn't pan out, that doesn't mean there's not another one on my surveys that might work much, much better!  It's just going to take a while to determine which mana rift is the best bet.;passive
Thank you again, my friend.  When we've recovered from our injuries, we'll retrieve our companions from the Undercurrents and return to help defend Zeryphesh.;passive
You've given us a fighting chance, hero.  Thank you.;passive
Do you think there's a connection between that business with the Guardians in Estheria and the Ezrohir suddenly deciding to attack us again?;passive
I'd heard you were headed down to Zeryphesh, to look for the Alchemist.  What are you doing back here?;passive
Weren't you going to Zeryphesh?  Is the Alchemist not there?;passive
I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost.;passive
I contacted the Commander, and she's sending a team to secure the caverns until we can do a more thorough sweep of the place.  If we find anything that might help with the Alchemist, we'll send word.;passive
.....;passive
.....;passive
We'll bounce back from this.  We just need to hold out until relief arrives from the coast.;passive
We need to secure the gates.  It'll be dark soon, and the things that live out there mostly come at night ... mostly.;passive
Did you need to get back out into the Blightbogs for something?  No worries.  Be careful out there.;passive
The Professor says you're cleared for access to the Sundered Battlefield.  If you don't make it back, is there someone we should notify?;passive
"The energies I sensed flowing out from the Nether-Rift have slackened, so I gather you were successful.  Well done!
But I'm starting to sense similar energy, emanating from beyond the Great Door, by our base camp.  It seems likely that there are other rifts opening somewhere underground, perhaps very close by ... or very, very numerous.";passive
Have you seen any more of those demon-things?;passive
