text;audiofile
Just answer my questions, and make it quick.;
Heh, okay, I will answer, but you watch what you say. Hukta Jax don't take threats from nobody.;
Wait! You's the one that beat my time! Twice I get beaten, by Queedle and you too! This is the worst showing I had yet!;
Queedle is the big winner right now. I hate that. He should stay in the beginner races. He's not ready to beat me. It's not right.;
You that new racer, winning from nowhere, right? I like winning, so you just stay away from my times.;
So, you leave me alone so's I can get race-ready. It important. Meditation and stuff.;
What do you want from Hukta now? I don't have time for you or anyone.;
Grrr... Sector Champion. Well, that is very nice. Now how about you go away? I got to work on waterproofing my swoop.;
Go away. You and me, we don't have anything to say about nothing. Go beat someone else's time or something.;
You got one race, but that means nothing. Go bother another beginner or something, because you are no interest to me.;
You don't need to talk to me, racer. I get enough of you on the track. I see you getting wins. Go away.;
You are not permitted to enter the rest of Rwookrrorro. Our children live in the upper boughs. You will not disturb them.;
You couldn't make the climb anyway. Only a Wookiee has the skill to navigate the wroshyr trees.;
SYSTEM LOADING... COMPLETE;
[Use the ICE breaker];
[You hookup the ICE breaker to the terminal.  After a few moments, you see activity on the screen.];
ENTER COMMAND;
[Computer] Unlock detention area. (<CUSTOM32> spike(s));
DETENTION AREA OPENED;
[FAILURE] ACCESS DENIED INSUFFICIENT SPIKES;
[Computer] Unlock port brig cells. (<CUSTOM31> spike(s));
CELLS UNLOCKED WARNING: STARBOARD BRIG UNSECURED!;
[Computer] Vent gas into port guard barracks. (<CUSTOM32> spike(s));
[SUCCESS] GAS VENTED SWITCHING TO SECURITY CAMERA;
[Computer] Open hangar bay doors. (<CUSTOM34> spike(s));
[FAILURE] ACCESS DENIED! SPIKES REJECTED HANGAR DOORS CAN ONLY BE OPENED FROM BRIDGE;
Log out.;
EXITING SYSTEM...;
[Computer] Slice the computer. (1 spike);
SYSTEM OVERRIDE ACCEPTED;
ACCESSING DROID GENERATOR INTERNAL SYSTEM LOADING STATUS...;
GENERATOR INACTIVE;
Log off.;
GENERATOR ACTIVE;
[Computer] Disable generator. (<CUSTOM35> spike(s));
[SUCCESS] SYSTEM SHUTDOWN GENERATOR INACTIVE LOGGING OFF...;
[FAILURE] ACCESS DENIED INSUFFICIENT SPIKES ENTER COMMAND;
[Computer] Override system to generate a droid to help you. (<CUSTOM36> spike(s));
[SUCCESS] SYSTEM OVERRIDE DETECTED GENERATOR REPROGRAMMED DROIDS NOT RESPONDING PROPERLY;
ALERT SYSTEM SERVICE IMMEDIATELY LOGGING OFF...;
SYSTEM OVERRIDE DETECTED GENERATOR REPROGRAMMED DROIDS NOT RESPONDING PROPERLY;
SYSTEM LOADING... COMPLETE ENTER COMMAND;
[Computer] Slice the computer. (1 spike);
SYSTEM OVERRIDE ACCEPTED ENTER COMMAND;
[Computer] Unlock starboard brig cells. (<CUSTOM31> spike(s));
CELLS UNLOCKED WARNING: STARBOARD BRIG UNSECURED!;
ENTER COMMAND;
[Computer] Overload electrical conduit in starboard barracks. (<CUSTOM32> spike(s));
[SUCCESS] CONDUIT OVERLOAD SWITCHING TO SECURITY CAMERA;
[FAILURE] ACCESS DENIED INSUFFICIENT SPIKES ENTER COMMAND;
[Computer] Open hangar bay doors. (<CUSTOM34> spike(s));
[FAILURE] ACCESS DENIED! SPIKES REJECTED HANGAR DOORS CAN ONLY BE OPENED FROM BRIDGE ENTER COMMAND;
Log out.;
EXITING SYSTEM...;
Taris is defenseless against our assault, Lord Malak. ## They are offering no resistance. ## The city is in ruins.;NM40ADC03001000_.mp3
They are offering no resistance.;
The city is in ruins.;
Resume the bombardment, Commander. Wipe this pathetic planet from the face of the galaxy.;NM40ADC03001003_.mp3
ACCESSING DROID GENERATOR INTERNAL SYSTEM LOADING STATUS...;
GENERATOR INACTIVE;
Log off.;
GENERATOR ACTIVE;
[Computer] Disable generator. (<CUSTOM35> spike(s));
[SUCCESS] SYSTEM SHUTDOWN GENERATOR INACTIVE LOGGING OFF...;
[FAILURE] ACCESS DENIED INSUFFICIENT SPIKES ENTER COMMAND;
[Computer] Override system to generate a droid to help you. (<CUSTOM36> spike(s));
[SUCCESS] SYSTEM OVERRIDE DETECTED GENERATOR REPROGRAMMED DROIDS NOT RESPONDING PROPERLY;
ALERT SYSTEM SERVICE IMMEDIATELY LOGGING OFF...;
SYSTEM OVERRIDE DETECTED GENERATOR REPROGRAMMED DROIDS NOT RESPONDING PROPERLY;
LOGGING ON SYSTEM STATUS PENDING [CONTINUE];
SYSTEM STATUS: ENERGY FIELD DISABLED LOGGING OFF;
Plot a course for Dantooine! There's a Jedi enclave there where we can find refuge!;NM12AACUTS01000_.mp3
Incoming fighters!;NM12AACUTS01001_.mp3
Quickly, to the gun turrets! You have to hold the Sith fighters off until we get those hyperspace coordinates punched in.;NM12AACUTS01002_.mp3
SYSTEM LOADING... COMPLETE ENTER COMMAND;
[Computer] Slice the computer. (1 spike);
SYSTEM OVERRIDE ACCEPTED ENTER COMMAND;
[Computer] Unlock port brig cells. (<CUSTOM31> spike(s));
CELLS UNLOCKED WARNING: STARBOARD BRIG UNSECURED!;
ENTER COMMAND;
[Computer] Vent gas into port guard barracks. (<CUSTOM32> spike(s));
[SUCCESS] GAS VENTED SWITCHING TO SECURITY CAMERA;
[FAILURE] ACCESS DENIED INSUFFICIENT SPIKES ENTER COMMAND;
[Computer] Open hangar bay doors. (<CUSTOM34> spike(s));
[FAILURE] ACCESS DENIED! SPIKES REJECTED HANGAR DOORS CAN ONLY BE OPENED FROM BRIDGE ENTER COMMAND;
Log out.;
EXITING SYSTEM...;
You need to equip a weapon for combat!;
RESUME COMBAT;
How do I equip a weapon?;
Use the EQUIP screen to equip the armor and weapons from your inventory. You can access this screen by selecting the EQUIP menu icon in the upper right corner of the screen.;
Use the mouse to look through your inventory slots. The menu on the right displays items you can equip in each slot.;
Select the bottom right inventory slot. This is your WEAPON slot. Left-click the mouse on an item in the right menu to equip that weapon.;
Can you repeat that?;
Hitting the buttons over and over again will not speed up your attacks and will not help you in combat! Combat uses a real-time, turn based system.;
Each character can only perform one action in each 3 second round. When a new round begins the character will perform the last command you selected.;
RESUME COMBAT;
What if combat gets too hectic?;
Combat uses a pause and play system. At any time you can press the Pause button to pause the game and issue commands to your characters.;
While the game is paused you can use the mouse to select a target or select icons from the TARGET and ACTION MENUs. You can switch characters by left-clicking on their portrait in the lower left corner of the screen.;
Any commands you issue to your party while paused will fire when you press the Pause button to unpause the game.;
Tell me more about the TARGET and ACTION MENUs.;
In the lower right of the screen you'll see a list of icons. This is your ACTION MENU. You can select items from this menu by using the mouse.;
Left-click the icon you want to use to activate that power or item. Clicking on the arrows above and below the icon will cycle to other powers or items in that list.;
The first icon of the ACTION MENU is for Friendly Force Powers. The second is for Medical Items such as Medpacs and Antidote Kits.;
The third icon is for Miscellaneous Items such as Stimulants and Energy Shields. The fourth icon is for Mines, and only appears if you have a mine in your inventory and have the DEMOLITIONS skill.;
Tell me about the TARGET MENU.;
The icons in your TARGET MENU will change depending on whether your targeting circle is on a door, a container, a friendly creature or an enemy. Left-click the mouse to select a target and bring up the TARGET MENU. Left-clicking on the target again will perform the Default Action on it.;
The first icon is for combat FEATS. The second icon is for Hostile Force Powers such as Choke and Kill. The third icon is for Grenades.;
How do I select icons again?;
Use the mouse to select the FEAT, power or item you want to use, then left-click to select it.;
Can you repeat that?;
Explain the combat system in more detail.;
Whenever you attack an enemy, you will enter combat mode. This locks the camera on your target. To exit combat mode and unlock the camera, push the Disengage button.;
You can use the TARGET MENU to use combat FEATS or items, and the ACTION MENU to use friendly or miscellaneous items.;
RESUME COMBAT;
Tell me more about the TARGET and ACTION MENUs.;
In the lower right of the screen you'll see a list of icons. This is your ACTION MENU. You can select items from this menu by using the mouse.;
Left-click the icon you want to use to activate that power or item. Clicking on the arrows above and below the icon will cycle to other powers or items in that list.;
The first icon of the ACTION MENU is for Friendly Force Powers. The second is for Medical Items such as Medpacs and Antidote Kits.;
The third icon is for Miscellaneous Items such as Stimulants and Energy Shields. The fourth icon is for Mines, and only appears if you have a mine in your inventory and have the DEMOLITIONS skill.;
Tell me about the TARGET MENU.;
The icons in your TARGET MENU will change depending on whether your targeting circle is on a door, a container, a friendly creature or an enemy. Left-click the mouse to select a target and bring up the TARGET MENU. Left-clicking on the target again will perform the Default Action on it.;
The first icon is for combat FEATS. The second icon is for Hostile Force Powers such as Choke and Kill. The third icon is for Grenades.;
How do I select icons again?;
Use the mouse to select the FEAT, power or item you want to use, then left-click to select it.;
Can you repeat that?;
[This is the last escape pod and your only hope of survival.];
[Use the escape pod.];
[Step away from the escape pod.];
ACCESSING DROID GENERATOR INTERNAL SYSTEM LOADING STATUS...;
GENERATOR INACTIVE;
Log off.;
GENERATOR ACTIVE;
[Computer] Disable generator. (<CUSTOM35> spike(s));
[SUCCESS] SYSTEM SHUTDOWN GENERATOR INACTIVE LOGGING OFF...;
[FAILURE] ACCESS DENIED INSUFFICIENT SPIKES ENTER COMMAND;
[Computer] Override system to generate a droid to help you. (<CUSTOM36> spike(s));
[SUCCESS] SYSTEM OVERRIDE DETECTED GENERATOR REPROGRAMMED DROIDS NOT RESPONDING PROPERLY;
ALERT SYSTEM SERVICE IMMEDIATELY LOGGING OFF...;
SYSTEM OVERRIDE DETECTED GENERATOR REPROGRAMMED DROIDS NOT RESPONDING PROPERLY;
[The Star Map is sealed and cannot be opened.];
It's Canderous. We took care of the guards. We're inside the Ebon Hawk and all systems are go. As soon as you guys join us we can get out of here.;NM40ACCAND02000_.mp3
[This door is locked and must be opened by some other means.];
[This door is held closed by some great power, and cannot be opened at the moment.];
You will have to disable the energy shield around this temple before we can leave. There is a computer here on the Temple summit that has access to the power generators.;NM44ACEXIT03000_.mp3
You can also use it to disable the disruptor field that protects the Star Forge. Otherwise, the Ebon Hawk will not be able to leave the planet without crashing.;NM44ACEXIT03001_.mp3
Hold on - you have to disable the energy shield around this Temple before we can leave. I saw a computer up here. It might be connected to the power generators of this place.;NM44ACEXIT03002_.mp3
And if you don't disable the disruptor field protecting the Star Forge, the Ebon Hawk won't be able to leave the planet without crashing.;NM44ACEXIT03003_.mp3
The path you have chosen to walk is difficult.  Intensive training will prepare you physically for the demands of the Order. ## Meditation will teach you to channel the power of the Force.;NM13AAC01001000_.mp3
Meditation will teach you to channel the power of the Force.;
To truly understand the way of the Jedi, you must open your mind to knowledge. ## Seek wisdom in the teachings of the great Masters of our Order.;NM13AAC01001002_.mp3
Seek wisdom in the teachings of the great Masters of our Order.;
A Jedi is never alone - others in the Order will always stand by you. You and Bastila share a special bond. Do not be afraid to turn to her when you need help in your training.;NM13AAC01001004_.mp3
The way of the Jedi is difficult. It requires great discipline. ## Yet even though you are a mere apprentice, your potential is unlimited - and your progress amazing.;NM13AAC01001005_.mp3
Yet even though you are a mere apprentice, your potential is unlimited - and your progress amazing.;
In all my years I have never seen one who has mastered the initial training so quickly. ## You have done in weeks what many cannot do in years. ##   ## I am honored to welcome you fully into the Jedi Order.;NM13AAC01001007_.mp3
You have done in weeks what many cannot do in years.;
You are no longer an apprentice seeking to earn your place among us. I am honored to welcome you fully into the Jedi Order, Padawan.;
[This tach may be Rulan Prolik in disguise, but you can't tell for sure. Maybe if you kill it, it will revert to it's true form... assuming it's Rulan.];
[Attack the tach.];
[Leave the tach alone.];
Why do you disturb me, human? Grarwwaar comes to the Shadowlands to get away from your kind.;
According to a datapad I found, Grarwwaar is dead!;
So you have uncovered my little secret. No matter, this body has grown tiresome to me. Maybe I can find one more to your liking, human.;
How can I help?;NM35AABAST06014_.mp3
That's... that's impossible!;
Your tricks don't fool me, Rulan!;
Enough games, Rulan. Time to die.;
What do you need?;NM35AACART04005_.mp3
Yes? What is it?;NM35AAJUHA11216_.mp3
Got something on your mind, do you?;NM35AAJOLE09001_.mp3
Yeah? What do you want?;NM13AACAND03013_.mp3
Hey, there. What can I do for you?;NGLOBEMISS13010_.mp3
Statement: HK-47 is ready to serve, master.;NM35AAHHKD07000_.mp3
A remarkable likeness, wouldn't you agree?;
The resemblance is uncanny, isn't it?;
I want to ask you some questions.;
I am no slave, human! I am Grarwwaar, a free Wookiee. I do not answer to you.;
Leave me be, human. Return to the village in the tree tops. The Shadowlands is no place for your kind.;
I'm sorry. I'll be going now.;
You summoned me, Lord Malak?;NM40ABC01001020_.mp3
The search for Bastila is taking too long. We cannot risk her escaping Taris. Destroy the entire planet.;NM40ABC01001006_.mp3
Th... the entire planet, Lord Malak? But... there are billions of people on Taris! We'd be slaughtering countless innocent civilians. Not to mention our own men still on the surface.;NM40ABC01001008_.mp3
Your predecessor once made the mistake of questioning my orders, Admiral. Surely you are not so foolish as to make the same mistake?;NM40ABC01001010_.mp3
Of... of course not my Lord Malak.  I will do as you command. But it will take several hours to position our fleet.;NM40ABC01001012_.mp3
Then I suggest you begin immediately. You are dismissed, Admiral.;NM40ABC01001014_.mp3
Yes, Lord Malak.;NM40ABC01001016_.mp3
Go tip a bantha, human.;
You a hunter? I don't trust hunters.;
Sand People will overrun this place one day. Sooner than later.;
This city is dying. You can see it coming.;
Who thought they could make a profit here? Blind fools.;
Those Sand People... they're the thing I hate most about this place.;
At this point, everyone should just work for passage out of the system.;
Hmm? I've got nothing to say to you.;
Help! Daddy!;NM02ACGANA02004_.mp3
You need a lesson on how to treat your social betters. Maybe you'll think twice before mocking me next time!;NM02ACGANA02002_.mp3
SYSTEM LOADING... COMPLETE ENTER COMMAND;
Disable assault droid shields.;
[FAILURE] ASSAULT DROID SHIELDS CAN ONLY BE DISABLED FROM MAIN SECURITY TERMINAL;
Search database for planetary launch codes.;
DATABASE SEARCH FAILED! PLANETARY LAUNCH CODES NOT STORED IN SYSTEM;
[Computer] Slice the computer. (1 spike);
SYSTEM OVERRIDE ACCEPTED ENTER COMMAND;
[Computer] Open security elevator. (<CUSTOM31> spike(s));
[SUCCESS] ELEVATOR LOCK OVERRIDDEN ACCESS GRANTED ENTER COMMAND;
[Computer] Overload power conduit in barracks. (<CUSTOM32> spike(s));
[SUCCESS] POWER OVERLOAD SWITCHING TO SECURITY CAMERA;
ENTER COMMAND;
[Computer] Deactivate sentry guns. (<CUSTOM33> spike(s));
[SUCCESS] SENTRY TURRETS DEACTIVATED SWITCHING TO SECURITY CAMERA;
[FAILURE] ACCESS DENIED INSUFFICIENT SPIKES ENTER COMMAND;
[Computer] Deactivate sentry droids. (<CUSTOM33> spike(s));
[SUCCESS] SENTRY DROIDS DEACTIVATED SWITCHING TO SECURITY CAMERA;
[Computer] Reprogram sentry droids to target everything. (<CUSTOM34> spike(s));
[SUCCESS] SENTRY DROID REPROGRAMMING COMPLETE AUTO-TARGETTING ENGAGED SWITCHING TO SECURITY CAMERA;
Log out.;
EXITING SYSTEM...;
[This craft is too small for you and Bastila together. You will have to use the Ebon Hawk to leave.];
A human? There are Selkath everywhere, but you choose to speak with me. Am I so different? Do you think I have answers that others do not?;
That's a rather strange greeting.;
These are strange times. The Sith and the Republic battle to control the galaxy, but their war destroys what they both seek to possess.;
The war sows fear and confusion, people are lost. They want guidance, direction. They have questions, and they want answers. That is why I am here... I too seek answers.;
Answers? Answers to what?;
The Republic. The Sith. The war. Everything. Nothing. Answers are always hardest to find when the questions are unclear. Yet that does not stop us from searching.;
Who are you?;
A name? There is power in names, yet in the end a name alone means less than nothing. I am Hulas, a traveler from the world of Duro. And what is your name, human?;
Senni Vek gave me a message to see you.;
Senni did not think you would come, but I knew better, <FullName>. It is good that you have come alone, for if you ever come with others I will not speak to you of these things.;
I am Hulas of the Genoharadan - a secret society of bounty hunters. For a thousand generations we have existed, but always hidden beneath an impenetrable veil.;
I've never heard of you.;
Few ever have. We are shadow, darkness and night. We are less than a whisper or a thought. We have managed to keep our existence a secret far longer than most could ever imagine.;
If you are ever foolish enough to tell anyone about this meeting or the Genoharadan's existence, they would not believe you. They would probably think you were paranoid, or mentally unstable.;
Not even those closest to you can know we have approached you. If you ever speak to me around any of your companions, I will not discuss the Genoharadan. Do you understand, <FullName>?;
I understand.;
I believe you speak the truth, <FullName>. But remember this: if you ever betray us, this opportunity will be lost forever.;
Few among the galaxy have ever heard of the Genoharadan. They never see us, never know we are there. They do not even know we exist.;
If you do not follow our rules, we will vanish and you will be like all the others. You will never see us again. We will be nothing but a figment of your imagination.;
But if you swear to keep the secrets of our order, you will learn of a forbidden society known only to a handful throughout the galaxy.;
I will preserve the secrecy of your order.;
Excellent, <FullName>. We have high hopes for you within the guild... if you prove yourself worthy. Listen closely and I will give you a first glimpse into our secret world.;
We Genoharadan are an ancient guild of elite bounty hunters. For thousands of years we have been at work throughout the galaxy, eliminating our targets in near total secrecy.;
How does anybody hire you if nobody knows you exist?;
In the highest corridors of power a handful of people know we exist, and how to contact us. Of course, these people are smart enough to keep this knowledge a carefully guarded secret.;
And on very rare occasions, when we are seeking new clients, one of our guild-masters will approach a powerful political figure and offer our services when the time is ripe.;
You're nothing but common assassins!;
The Genoharadan are far from common! Even Calo Nord hadn't proven himself worthy of joining our guild, though he was getting close. Until he met you, that is.;
By killing Calo Nord, you have shown you have great potential. The Genoharadan could use someone like you, if you are willing. And your work for us could be of great aid to the Republic.;
How will killing innocent people help the Republic?;
Innocent people? Our victims are far from innocent, and the Genoharadan will only accept a contract if the target's death suits our greater goals - goals that often match those of the Republic.;
The Genoharadan have a vested interest in preserving the Republic. It is the perfect cover for our work. We operate behind the scenes, manipulating events through subtle machinations.;
Do you think the Republic has persisted for 15,000 years by mere accident? If not for our influence - distasteful as our methods may be to some - the Republic would have collapsed long ago!;
We understand the bureaucracy of the Republic, we have learned how to alter the course of political events under the existing regime. We have no wish to see the Republic fall.;
This is a little hard to believe.;
That is one of the reasons our existence has remained secret for so long. Nobody wants to believe in a secret society manipulating and controlling events on a grand scale.;
Rumors and hints of our existence are dismissed as paranoid fantasies. But we do exist, <FullName>. And we have come to ask you to join us.;
Why would I want to join you?;
As I said earlier, your efforts here will help the Republic. And by aiding us you will earn the right to join an exclusive organization with the power to alter the very course of galactic history.;
And of course there is the simplest reason of all: the Genoharadan reward their agents very, very well.;
Okay, what do I have to do to join?;
As you can imagine, joining the Genoharadan is not a simple process. To begin, we will need proof of your loyalty and your competence.;
When you feel you are ready, I will give you a task: a target who must be eliminated. Of course you will have to come alone whenever you wish to discuss Genoharadan business.;
I'm ready to prove myself worthy of the Genoharadan.;
Killing Calo Nord was an impressive display of your skills, but there is more to the Genoharadan than mere killing. To preserve the secrecy of our order our agents must be discrete.;
You must be able to find and eliminate a target without drawing undo attention. You can never mention your assignments to others - not even your closest allies.;
Also, you cannot ask people for information about your target. You must complete your mission using only the information I will provide.;
I understand. Who is my target?;
Your first mission is a simple one: eliminate a Rodian anti-Republic terrorist named Lorgal.;
Tell me about Lorgal.;
Lorgal is a radical who wants to destroy the Republic through terrorist acts. He is responsible for over two dozen bombings, leaving hundreds of civilians dead.;
He was recently captured and is being held prisoner in the Republic base here on Manaan awaiting transport to Coruscant for trial - and a chance to publicly voice his radical beliefs.;
We do not want to give him that chance. You must find a way to kill him before he leaves for Coruscant, but you must be subtle. It must look like an accident or an unexplainable death.;
The Republic would be glad to get rid of Lorgal, so they won't investigate his death closely. As long as he isn't struck down by a weapon in his cell, the Genoharadan will be satisfied.;
Tell me about Zuulan Sentar.;
Zuulan was a common inter-galactic slaver who tried to kidnap the daughter of a Coruscant Senator. He failed and the girl was recovered, but Zuulan himself escaped.;
He will probably try another similar kidnapping soon. If he succeeds, he might ransom his victim in exchange for dangerous political secrets that could threaten the Republic itself.;
The Genoharadan want to eliminate him before this happens. Our latest information places Zuulan on Dantooine - he often sells illicit goods to the wealthy settlers of that world.;
His land speeder was spotted near one of the settler's estates on Dantooine. Zuulan rarely strays far from his speeder in case he needs to make a quick escape. You should look for him there.;
Is there anything else?;
Remember - tell no one about this. If there are others with you when you confront Lorgal, make it seem as if you are acting on behalf of the Republic, not the Genoharadan.;
That is all for now. Return to me when Lorgal is dead and you will be suitably rewarded.;
Remember - tell no one about this. If there are others with you when you confront Zuulan or Lorgal, make it seem as if you are acting on behalf of the Republic, not the Genoharadan.;
That is all for now. Return to me when either Lorgal or Zuulan is dead and I will reward you. If you wish to complete both missions, feel free. You will be suitably rewarded for each.;
We will begin with something simple. Your first mission is to eliminate either of two targets: a Gran slaver named Zuulan Sentar or a Rodian anti-Republic terrorrist named Lorgal.;
What happens if I tell someone about this?;
They wouldn't believe you. They might even think you are insane. Telling anyone about the Genoharadan would be pointless: we are very good at hiding any proof of our existence.;
I'll be back later.;
I will be waiting here for you, <FullName>. The Genoharadan are eager to see the extent of your abilities.;
I've changed my mind. I don't want to be a part of this.;
As you wish. Then this is the last you will see of me, or any of the Genoharadan. Farewell, <FullName>.;
What's in this for me?;
Why would the Genoharadan protect the Republic?;
Are you saying you serve the Republic?;
What does this have to do with me?;
You can't impose your rules on me!;
If you do not comply, then this opportunity will be lost. Most people have never heard of the Genoharadan. They never see us, never know we are there, do not even know we exist.;
If you do not follow our rules, I will leave and you will be like the others. You will never see us again. The Genoharadan will be nothing but a figment of your imagination.;
If you swear to keep our existence a secret you will learn of a a forbidden soceity known only to a handful throughout the galaxy. If not, we will simply vanish. The choice is yours.;
Very well, I'll keep your secret.;
Forget it.;
Senni Vek? This name means nothing to me. Are you certain this person told you and your companions to come and see me? That is very strange.;
Obviously there must be some mistake. Or maybe this is a joke. I doubt anyone named 'Senni Vek' told you to bring your companions and come speak with me.;
He gave me this datapad. It mentions the Genoharadan.;
Genoharadan? That word means nothing to me. If you want to speak like a fool, you should at least have the sense not to do it in front of others.;
I believe we should end this discussion, before you embarrass yourself further in front of your friends.;
Never mind. I want to ask you some other questions.;
I will do my best to answer them, though I am only recently arrived to this world. Many of your questions would be better answered by others, I'm sure.;
What are you doing here on Manaan?;
I am an observer, a seeker of answers. The Sith and Republic vie for control of the galaxy, and I am anxious to know as much as I can about the eventual victor.;
On Manaan, I can observe both parties in relative safety. The Sith and the Republic co-exist here, unlike anywhere else in the galaxy. Here I watch, and study, and learn.;
You're a spy!;
No, a spy is a stealer of hidden secrets. A spy slinks in the shadows and gains entrance to forbidden rooms. I am only a simple observer.;
I watch the Sith on this world. I watch the Republic. I watch the Selkath. I see how they act and react and I can draw conclusions about their true natures. I see what drives them.;
And when an ultimate victor emerges from this war, I will know them better than they know themselves. This will give me power: the power to survive and thrive no matter what events may come.;
So that's all you do? Sit and watch?;
Sit. Watch. Study. Learn. Wait. For now, that is all. I gather knowledge and I wait for a day when this knowledge will serve me well.;
I want to ask you some more questions.;
I'll be going now.;
And so you leave, perhaps to return. Perhaps not. Yet I will remain here, for my work is not done.;
What can you tell me about the Republic here on Manaan?;
The Republic comes to Manaan with offers of alliance, but the Selkath are wary. They have no wish to join the Republic, given recent history.;
The Republic say they protect the galaxy, but they have seen much war: Exar Kun, the Mandalorians, the Sith. Why does the Republic breed so many enemies?;
Until they know the answer, the Selkath will not join. They have no wish to make the Republic's many enemies their own. More than this I cannot say.;
Do you know anything about the Sith here on Manaan?;
War is the tool of empire building. The Sith conquer world after world, taking resources as they want. They came to Manaan to plunder the most valuable resource of all - Kolto.;
But Manaan is different, it is difficult to conquer. If the Sith attack the Selkath can slip away to safety far below the oceans. They can hoard their Kolto - or give it to the Republic.;
So Manaan gives us a glimpse of how the Sith will react should they win this war. Here the Sith must use diplomacy and negotiation: tools they will need to maintain their empire.;
The Sith don't negotiate. They'll use brute force to maintain control.;
They might try, but an army can only build an empire, not sustain it. Rebellions, insurrections - in time the weight of the Sith's own policies would bring them down.;
It may take a century, or two, or even three. But eventually the Sith will learn diplomacy or their Empire will fall.;
What do you know about the Selkath?;
The Selkath are a species of secrets. They invite both the Sith and the Republic to their world, but welcome neither. They keep their true allegiance close to the vest.;
They hide their true numbers in great cities beneath the ocean that no off-worlder will ever see. They guard the secret of Kolto - where it is made, how it is made.;
The Selkath are a great mystery. To the Sith, to the Republic, to me... their secrets are what makes them strong. I would tell you more if I knew, but I do not.;
My name is <FullName>.;
<FullName>. Now we know something about each other... but really, we still know nothing. What do you want with me, human?;
I want to ask you some questions.;
Nothing. I'll be going now.;
My name is none of your business.;
You presume to know my business, human. Yet if your name becomes important to me I only have to check with the Selkath registry to know it.;
But for now, keep your secret well hidden if you wish. What is it you want with me, human?;
Answers? What are you talking about?;
"Greetings once again, <FullName>. Or should I say ""Revan""?";
How did you know that?;
Don't be naive. I am of the Genoharadan. We are bounty hunters, assassins and spies. We have agents with the Republic, we have agents with the Sith.;
Did you really think we wouldn't know about your little encounter on the Leviathan? Although I will admit, we were as surprised as you... the Jedi did a remarkable job of faking your death.;
So what happens now?;
I will admit, my first impulse on hearing this news was to disappear. The Genoharadan don't often become directly associated with such prominent figures as a former Dark Lord of the Sith.;
But then I began to realize the potential advantages of the situation. Assuming you complete the tasks required for your initiation into our guild, you could be very valuable to us.;
So for now, little has changed. I will keep your secret, just as you have kept ours. I am curious to see how events will play out between you and your old apprentice.;
If the situation becomes dangerous, we Genoharadan can simply disappear as we have often done in the past. But for now, we will continue your initiation into the guild.;
Is there anything else, <FullName>?;
Zuulan Sentar is dead.;
Yes, <FullName>, I am aware of this. Our agents have been keeping a close eye on you, though I doubt you saw them. They were there when Zuulan met his untimely end.;
And, as promised, here is your reward for the task: a blaster developed exclusively for the use of those within our guild. It will serve you well, I am sure.;
This assignment was only the beginning, <FullName>. A small test, which I am pleased to say you passed. But now a more difficult challenge awaits you.;
There are three targets that the Genoharadan want you to remove. If you can eliminate all three, then you will gain full membership in our ancient guild.;
The first is a Gammorean named Vorn Daasraad. The second is a shapeshifter called Rulan Prolik. The third is a Selkath known as Ithorak Guldar.;
Tell me about Vorn Daasraad.;
Vorn is a freelance bounty hunter. He's very, very good but he's a bit too sadistic for our tastes. He likes to sacrifice an efficient kill for the pleasure of watching his victim suffer.;
The Genoharadan will tolerate a certain amount of competition, but Vorn has become too dangerous. You'd be surprised at how much political damage one rogue assassin can inflict.;
Vorn was last seen on Tatooine. We suspect he's taking a break from hunting sentients by going after a Krayt dragon. We don't want him to leave the Dune Sea alive.;
I'll find Vorn and bring him down!;
Just be careful when you face off against him. Vorn doesn't travel alone: he's always got his assault droid close at hand. The two of them make a formidable pair.;
Tell me about Rulan Prolik.;
We don't know much about Rulan, except that he's some kind of shapeshifter. We don't even know if it's a natural ability or the result of some powerful alien technology.;
But we suspect he's behind several prominent assassinations on the Outer Rim. The Genoharadan are worried he might decide to move his operations closer to the galactic core.;
With his ability to assume virtually any form, he could wreak havoc in the Galactic Senate. We aren't about to let that happen.;
So how do I find someone who could look like anyone?;
Finding Rulan won't be easy, but we have reports he may be on Kashyyyk. He's probably honing his skills by hunting the dangerous creatures in the Shadowlands.;
Tell me about Ithorak Guldar.;
Ithorak isn't violent like Rulan or Vorn, but in many ways he's far more dangerous. He's a con artist and blackmailer who's taken millions of credits from rich and powerful families.;
He also deals in secrets and information, and these can be far more deadly than any blaster. But Ithorak is careful - we know he's somewhere here on Manaan, but we don't know where.;
All we know is how to contact him. There's a Twi'lek named Vek at the Manaan swoop track. He can set up a meeting between you and Ithorak.;
Sure. I'll just tell him I want to kill his boss and book an appointment.;
Ithorak poses as a merchant of rare antiquities. It's the perfect cover for his real work - it gives him access to rich and powerful families without drawing suspicion.;
You'll have to convince Vek that you represent a buyer interested in purchasing some rare art from Ithorak. Convince Vek, and he'll set up a meeting.;
The meeting is your one chance to take Ithorak out, but be careful. He'll choose the time and place, and he's not going to leave himself vulnerable.;
Why would Vek set up a meeting between us?;
Any tips for this mission?;
[Persuade/Lie] Zuulan Sentar is dead.;
[Failure] I'm disappointed in you, <FullName>. Did you really believe I would fall for such an obvious lie? Didn't you think I might have agents watching you to see how you performed?;
I know you let Zuulan live, though the slaver's days are numbered. Even now one of our more reliable agents is hunting him down.;
